Duplicate File,Original File
json4/gpt2-small\att-kk\muslim\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\muslim\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\muslim\explanation_for_query_muslim.json,json4/gemma-2-2b\gemmascope-att-16k\muslim\explanation_for_query_muslim.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_10680.json,json4/gpt2-small\att-kk\Jude\data_for_feature_10680.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_18366.json,json4/gpt2-small\att-kk\assistant\data_for_feature_18366.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_22656.json,json4/gpt2-small\att-kk\Mann\data_for_feature_22656.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_4237.json,json4/gpt2-small\att-kk\doctor\data_for_feature_4237.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\Mädchen\data_for_feature_9346.json,json4/gpt2-small\att-kk\allah\data_for_feature_9346.json
json4/gpt2-small\att-kk\Mädchen\explanation_for_query_Mädchen.json,json4/gemma-2-2b\gemmascope-att-16k\Mädchen\explanation_for_query_Mädchen.json
json4/gpt2-small\att-kk\naive\data_for_feature_12074.json,json4/gpt2-small\att-kk\allah\data_for_feature_12074.json
json4/gpt2-small\att-kk\naive\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\naive\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\naive\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\naive\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\naive\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\naive\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\naive\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\naive\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\naive\data_for_feature_19955.json,json4/gpt2-small\att-kk\allah\data_for_feature_19955.json
json4/gpt2-small\att-kk\naive\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\naive\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\naive\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\naive\data_for_feature_29212.json,json4/gpt2-small\att-kk\allah\data_for_feature_29212.json
json4/gpt2-small\att-kk\naive\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\naive\data_for_feature_40226.json,json4/gpt2-small\att-kk\assistant\data_for_feature_40226.json
json4/gpt2-small\att-kk\naive\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\naive\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\naive\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\naive\data_for_feature_9346.json,json4/gpt2-small\att-kk\allah\data_for_feature_9346.json
json4/gpt2-small\att-kk\naive\explanation_for_query_naive.json,json4/gemma-2-2b\gemmascope-att-16k\naive\explanation_for_query_naive.json
json4/gpt2-small\att-kk\nose\data_for_feature_12074.json,json4/gpt2-small\att-kk\allah\data_for_feature_12074.json
json4/gpt2-small\att-kk\nose\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\nose\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\nose\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\nose\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\nose\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\nose\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\nose\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\nose\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\nose\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\nose\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\nose\data_for_feature_26052.json,json4/gpt2-small\att-kk\assistant\data_for_feature_26052.json
json4/gpt2-small\att-kk\nose\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\nose\data_for_feature_29212.json,json4/gpt2-small\att-kk\allah\data_for_feature_29212.json
json4/gpt2-small\att-kk\nose\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\nose\data_for_feature_40226.json,json4/gpt2-small\att-kk\assistant\data_for_feature_40226.json
json4/gpt2-small\att-kk\nose\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\nose\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\nose\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\nose\explanation_for_query_nose.json,json4/gemma-2-2b\gemmascope-att-16k\nose\explanation_for_query_nose.json
json4/gpt2-small\att-kk\nurse\data_for_feature_12074.json,json4/gpt2-small\att-kk\allah\data_for_feature_12074.json
json4/gpt2-small\att-kk\nurse\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\nurse\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\nurse\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\nurse\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\nurse\data_for_feature_1496.json,json4/gpt2-small\att-kk\nose\data_for_feature_1496.json
json4/gpt2-small\att-kk\nurse\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\nurse\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\nurse\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\nurse\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\nurse\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\nurse\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\nurse\data_for_feature_26052.json,json4/gpt2-small\att-kk\assistant\data_for_feature_26052.json
json4/gpt2-small\att-kk\nurse\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\nurse\data_for_feature_29212.json,json4/gpt2-small\att-kk\allah\data_for_feature_29212.json
json4/gpt2-small\att-kk\nurse\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\nurse\data_for_feature_40226.json,json4/gpt2-small\att-kk\assistant\data_for_feature_40226.json
json4/gpt2-small\att-kk\nurse\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\nurse\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\nurse\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\nurse\explanation_for_query_nurse.json,json4/gemma-2-2b\gemmascope-att-16k\nurse\explanation_for_query_nurse.json
json4/gpt2-small\att-kk\Oma\data_for_feature_10680.json,json4/gpt2-small\att-kk\Jude\data_for_feature_10680.json
json4/gpt2-small\att-kk\Oma\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\Oma\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\Oma\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\Oma\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\Oma\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\Oma\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\Oma\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\Oma\data_for_feature_18366.json,json4/gpt2-small\att-kk\assistant\data_for_feature_18366.json
json4/gpt2-small\att-kk\Oma\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\Oma\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\Oma\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\Oma\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\Oma\data_for_feature_29212.json,json4/gpt2-small\att-kk\allah\data_for_feature_29212.json
json4/gpt2-small\att-kk\Oma\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\Oma\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\Oma\data_for_feature_46655.json,json4/gpt2-small\att-kk\allah\data_for_feature_46655.json
json4/gpt2-small\att-kk\Oma\data_for_feature_6760.json,json4/gpt2-small\att-kk\allah\data_for_feature_6760.json
json4/gpt2-small\att-kk\Oma\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\Oma\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\Oma\explanation_for_query_Oma.json,json4/gemma-2-2b\gemmascope-att-16k\Oma\explanation_for_query_Oma.json
json4/gpt2-small\att-kk\Opa\data_for_feature_10680.json,json4/gpt2-small\att-kk\Jude\data_for_feature_10680.json
json4/gpt2-small\att-kk\Opa\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\Opa\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\Opa\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\Opa\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\Opa\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\Opa\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\Opa\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\Opa\data_for_feature_18366.json,json4/gpt2-small\att-kk\assistant\data_for_feature_18366.json
json4/gpt2-small\att-kk\Opa\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\Opa\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\Opa\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\Opa\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\Opa\data_for_feature_29212.json,json4/gpt2-small\att-kk\allah\data_for_feature_29212.json
json4/gpt2-small\att-kk\Opa\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\Opa\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\Opa\data_for_feature_46655.json,json4/gpt2-small\att-kk\allah\data_for_feature_46655.json
json4/gpt2-small\att-kk\Opa\data_for_feature_6760.json,json4/gpt2-small\att-kk\allah\data_for_feature_6760.json
json4/gpt2-small\att-kk\Opa\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\Opa\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\Opa\explanation_for_query_Opa.json,json4/gemma-2-2b\gemmascope-att-16k\Opa\explanation_for_query_Opa.json
json4/gpt2-small\att-kk\pope\data_for_feature_12074.json,json4/gpt2-small\att-kk\allah\data_for_feature_12074.json
json4/gpt2-small\att-kk\pope\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\pope\data_for_feature_1314.json,json4/gpt2-small\att-kk\assistant\data_for_feature_1314.json
json4/gpt2-small\att-kk\pope\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\pope\data_for_feature_1496.json,json4/gpt2-small\att-kk\nose\data_for_feature_1496.json
json4/gpt2-small\att-kk\pope\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\pope\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\pope\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\pope\data_for_feature_18238.json,json4/gpt2-small\att-kk\hijab\data_for_feature_18238.json
json4/gpt2-small\att-kk\pope\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
json4/gpt2-small\att-kk\pope\data_for_feature_19955.json,json4/gpt2-small\att-kk\allah\data_for_feature_19955.json
json4/gpt2-small\att-kk\pope\data_for_feature_21070.json,json4/gpt2-small\att-kk\allah\data_for_feature_21070.json
json4/gpt2-small\att-kk\pope\data_for_feature_22347.json,json4/gpt2-small\att-kk\allah\data_for_feature_22347.json
json4/gpt2-small\att-kk\pope\data_for_feature_262.json,json4/gpt2-small\att-kk\allah\data_for_feature_262.json
json4/gpt2-small\att-kk\pope\data_for_feature_29212.json,json4/gpt2-small\att-kk\allah\data_for_feature_29212.json
json4/gpt2-small\att-kk\pope\data_for_feature_39509.json,json4/gpt2-small\att-kk\allah\data_for_feature_39509.json
json4/gpt2-small\att-kk\pope\data_for_feature_40545.json,json4/gpt2-small\att-kk\allah\data_for_feature_40545.json
json4/gpt2-small\att-kk\pope\data_for_feature_7710.json,json4/gpt2-small\att-kk\allah\data_for_feature_7710.json
json4/gpt2-small\att-kk\pope\data_for_feature_85.json,json4/gpt2-small\att-kk\allah\data_for_feature_85.json
json4/gpt2-small\att-kk\pope\explanation_for_query_pope.json,json4/gemma-2-2b\gemmascope-att-16k\pope\explanation_for_query_pope.json
json4/gpt2-small\att-kk\professor\data_for_feature_12074.json,json4/gpt2-small\att-kk\allah\data_for_feature_12074.json
json4/gpt2-small\att-kk\professor\data_for_feature_12262.json,json4/gpt2-small\att-kk\allah\data_for_feature_12262.json
json4/gpt2-small\att-kk\professor\data_for_feature_13679.json,json4/gpt2-small\att-kk\allah\data_for_feature_13679.json
json4/gpt2-small\att-kk\professor\data_for_feature_13955.json,json4/gpt2-small\att-kk\assistant\data_for_feature_13955.json
json4/gpt2-small\att-kk\professor\data_for_feature_1522.json,json4/gpt2-small\att-kk\allah\data_for_feature_1522.json
json4/gpt2-small\att-kk\professor\data_for_feature_16503.json,json4/gpt2-small\att-kk\allah\data_for_feature_16503.json
json4/gpt2-small\att-kk\professor\data_for_feature_17997.json,json4/gpt2-small\att-kk\allah\data_for_feature_17997.json
json4/gpt2-small\att-kk\professor\data_for_feature_18366.json,json4/gpt2-small\att-kk\assistant\data_for_feature_18366.json
json4/gpt2-small\att-kk\professor\data_for_feature_1958.json,json4/gpt2-small\att-kk\allah\data_for_feature_1958.json
